tau,S_tau,total_cost
10.0,0.9999956937157959,10.000175568349022
10.100502512562814,0.9999951446745954,9.900693495670314
10.201005025125628,0.999994532132593,9.803174198811073
10.301507537688442,0.999993849481855,9.707560492197194
10.402010050251256,0.9999930895019007,9.613797424333809
10.50251256281407,0.9999922443097418,9.521832172851077
10.603015075376884,0.9999913053063921,9.431613945654602
10.703517587939698,0.9999902631196363,9.343093887787386
10.804020100502512,0.9999891075428361,9.256224993639723
10.904522613065327,0.9999878274695418,9.170962024170667
11.00502512562814,0.9999864108236635,9.087261428829889
11.105527638190955,0.9999848444849486,9.005081271891328
11.206030150753769,0.9999831142094963,8.924381162931635
11.306532663316583,0.9999812045450289,8.845122191205427
11.407035175879397,0.9999790987406287,8.767266863687627
11.507537688442211,0.9999767786506305,8.690779046569533
11.608040201005025,0.9999742246323522,8.615623910010557
11.708542713567839,0.9999714154373266,8.541767875961689
11.809045226130653,0.9999683280956854,8.469178568889827
11.909547738693467,0.999964937793329,8.397824769244052
12.010050251256281,0.9999612177415027,8.327676369516242
12.110552763819095,0.999957139038379,8.258704332758763
12.21105527638191,0.9999526705222336,8.190880653431396
12.311557788944723,0.9999477786157808,8.124178320458922
12.412060301507537,0.9999424271612204,8.05857128238871
12.512562814070352,0.9999365772455241,7.994034414545681
12.613065326633166,0.9999301870154758,7.930543488088942
12.71356783919598,0.9999232114819562,7.868075140881241
12.814070351758794,0.9999156023129445,7.806606850088558
12.914572864321608,0.9999073076146877,7.746116906432907
13.015075376884422,0.9998982717004659,7.686584390026999
13.115577889447236,0.9998884348463624,7.627989147724314
13.21608040201005,0.9998777330334229,7.570311771922991
13.316582914572864,0.9998660976755647,7.5135335807663415
13.417085427135678,0.999853455332574,7.45763659968697
13.517587939698492,0.9998397274075053,7.402603544245337
13.618090452261306,0.999824829827771,7.348417804217313
13.71859296482412,0.9998086727091856,7.295063428888645
13.819095477386934,0.9997911600021998,7.242525113517593
13.919597989949748,0.9997721891195389,7.190788186929821
14.020100502512562,0.9997516505444273,7.139838600212704
14.120603015075378,0.9997294274185576,7.089662916478754
14.22110552763819,0.9997053951089346,7.040248301670411
14.321608040201006,0.999679420752694,6.991582516380869
14.422110552763819,0.9996513627789714,6.943653908667812
14.522613065326635,0.9996210704068667,6.8964514078390415
14.623115577889447,0.9995883831185188,6.84996451919098
14.723618090452263,0.9995531301062808,6.804183319682915
14.824120603015075,0.9995151296929528,6.759098454531593
14.92462311557789,0.9994741887240048,6.714701134712428
15.025125628140703,0.999430101930691,6.670983135355208
15.125628140703519,0.9993826512629292,6.627936795023528
15.226130653266331,0.9993316051907927,6.585555015868706
15.326633165829147,0.9992767179734325,6.543831264650091
15.42713567839196,0.9992177288942254,6.502759574614954
15.527638190954775,0.9991543614609119,6.462334548232189
15.628140703517587,0.9990863225694689,6.422551360775219
15.728643216080403,0.9990133016304391,6.383405764750234
15.829145728643216,0.9989349696564107,6.3448940951669925
15.929648241206031,0.9988509783093321,6.307013275649995
16.030150753768844,0.9987609589063192,6.26976082538869
16.13065326633166,0.9986645213826038,6.233134866925837
16.231155778894472,0.9985612532102558,6.197134134783866
16.331658291457288,0.9984507182713073,6.161757984929262
16.4321608040201,0.9983324556838944,6.127006405075609
16.532663316582916,0.9982059785800395,6.092880025825904
16.633165829145728,0.998070772833692,6.059380132655171
16.733668341708544,0.9979262957376602,6.026508678734168
16.834170854271356,0.9977719746280764,5.994268298595107
16.934673366834172,0.9976072054550612,5.962662322639986
17.035175879396984,0.9974313512982772,5.931694792491933
17.1356783919598,0.9972437408261011,5.901370477189316
17.236180904522612,0.9970436666971829,5.871694890221984
17.33668341708543,0.9968303839032182,5.842674307408108
17.43718592964824,0.9966031080518217,5.814315785609231
17.537688442211056,0.9963610135884645,5.786627182280058
17.63819095477387,0.9961032319565285,5.759617175848196
17.738693467336685,0.995828849694631,5.733295286917617
17.839195979899497,0.995536906470491,5.7076719002879575
17.939698492462313,0.9952263930507409,5.682758287779753
18.040201005025125,0.9948962492062421,5.658566631853662
18.14070351758794,0.9945453615526308,5.635110050009209
18.241206030150757,0.9941725613260162,5.612402619945945
18.34170854271357,0.9937766220939671,5.5904594054668575
18.44221105527638,0.9933562574021669,5.569296483100562
18.542713567839197,0.9929101183573816,5.548930969415141
18.643216080402013,0.992436791147687,5.529381048992396
18.743718592964825,0.9919347945012301,5.510666003026861
18.844221105527637,0.9914025770851612,5.49280623850914
18.944723618090453,0.9908385148467784,5.475823317947648
19.04522613065327,0.9902409082993618,5.459739989577239
19.14572864321608,0.9896079797556625,5.4445802179967435
19.246231155778894,0.9889378705125363,5.430369215170684
19.34673366834171,0.9882286379907903,5.417133471723025
19.447236180904525,0.9874782528349407,5.404900788442738
19.547738693467338,0.9866845959782634,5.393700307912349
19.64824120603015,0.9858454556792627,5.38356254616124
19.748743718592966,0.9849585245364894,5.3745194242355065
19.84924623115578,0.9840213964895114,5.3666042995652115
19.949748743718594,0.9830315638147842,5.3598519969984135
20.050251256281406,0.981986414126179,5.354298839358839
20.150753768844222,0.9808832273910286,5.349982677370724
20.251256281407038,0.9797191729737168,5.3469429187802335
20.35175879396985,0.978491306720105,5.345220556487659
20.452261306532662,0.9771965680974347,5.344858195488403
20.55276381909548,0.9758317774057874,5.345900078403789
20.653266331658294,0.9743936330787218,5.348392109364326
20.753768844221106,0.9728787090923416,5.3523818759890185
20.85427135678392,0.9712834525037867,5.357918669183866
20.954773869346734,0.9696041811419804,5.3650535004612525
21.05527638190955,0.967837081475412,5.373839116459419
21.155778894472363,0.9659782066837806,5.384330010317532
21.256281407035175,0.9640234749624922,5.39658242953701
21.35678391959799,0.961968668091255,5.410654379933986
21.457286432160807,0.9598094303003916,5.4266056252607635
21.55778894472362,0.9575412674709439,5.444497682046196
21.65829145728643,0.9551595467072156,5.464393809175922
21.758793969849247,0.9526594963230355,5.4863589917037
21.859296482412063,0.9500362062857624,5.510459918354307
21.959798994974875,0.9472846291648426,5.53676495214736
22.060301507537687,0.944399581634588,5.56534409353949
22.160804020100503,0.9413757465837346,5.5962689354503
22.26130653266332,0.9382076758872544,5.629612609505182
22.36180904522613,0.9348897938988098,5.665449722795996
22.462311557788944,0.9314164017251155,5.703856284428876
22.56281407035176,0.9277816823463111,5.7449096210974515
22.663316582914575,0.9239797066491674,5.78868828088988
22.763819095477388,0.9200044404425586,5.835271924509877
22.8643216080402,0.915849752527046,5.884741203065546
22.964824120603016,0.9115094238926184,5.937177621556278
23.06532663316583,0.906977158120528,5.992663387167515
23.165829145728644,0.9022465930667292,6.051281241466659
23.266331658291456,0.8973113139055477,6.113114275581635
23.366834170854272,0.8921648676128608,6.178245727437243
23.467336683417088,0.8868007789681097,6.246758760124746
23.5678391959799,0.881212568153856,6.3187362204876845
23.668341708542712,0.8753937700301944,6.394260377023313
23.768844221105528,0.8693379551590641,6.473412636225017
23.869346733668344,0.8630387526502242,6.556273236528388
23.969849246231156,0.8564898748962712,6.642920919073216
24.07035175879397,0.8496851442584386,6.733432574557424
24.170854271356784,0.8426185217579022,6.827882865538118
24.2713567839196,0.8352841378187787,6.926343823631264
24.371859296482413,0.8276763250987924,7.028884421177068
24.472361809045225,0.8197896534315927,7.135570117073778
24.57286432160804,0.8116189668907339,7.246462376641331
24.673366834170857,0.8031594229692764,7.361618165558925
24.77386934673367,0.7944065338506827,7.481089418129624
24.87437185929648,0.7853562097260381,7.604922480361775
24.974874371859297,0.7760048040895107,7.733157528623542
25.075376884422113,0.76634916091827,7.86582796492437
25.175879396984925,0.756386663614747,8.002959790207552
25.276381909547737,0.7461152855580868,8.144570957401658
25.376884422110553,0.7355336420778935,8.290670706377423
25.47738693467337,0.7246410436269444,8.441258883389878
25.57788944723618,0.7134375498905007,8.596325248054312
25.678391959798994,0.7019240245283304,8.755848771407532
25.77889447236181,0.69010219020176,8.919796929141944
25.879396984924625,0.6779746834922437,9.088124994667496
25.979899497487438,0.6655451092704618,9.260775337251829
26.080402010050253,0.6528180940262527,9.437676731108589
26.180904522613066,0.6397993376202865,9.618743681942366
26.28140703517588,0.6264956628689443,9.80387577810994
26.381909547738694,0.6129150623251611,9.992957074212793
26.48241206030151,0.5990667415708454,10.185855515586656
26.582914572864322,0.5849611582919743,10.38242241278819
26.683417085427138,0.5706100563666245,10.582491975784414
26.78391959798995,0.5560264941603634,10.785880918111705
26.884422110552766,0.5412248661938623,10.992388141772643
26.984924623115578,0.5262209173258795,11.201794514060316
27.085427135678394,0.5110317485823378,11.413862747822868
27.185929648241206,0.49567581376086023,11.628337396881628
27.286432160804022,0.4801729059513671,11.844944978373139
27.386934673366834,0.4645441331390457,12.063394233671715
27.48743718592965,0.44881188209769635,12.28337653924185
27.587939698492463,0.43299976984090044,12.504566478240971
27.68844221105528,0.4171325819770104,12.726622582919596
27.78894472361809,0.40123619741305894,12.949188256821923
27.889447236180906,0.38533749897326375,13.171892884455074
27.98994974874372,0.3694642696407305,13.394353134449256
28.090452261306535,0.353645074296435,13.616174460260622
28.190954773869347,0.3379091270175817,13.836952800163784
28.291457286432163,0.3222861442071457,14.056276475640207
28.391959798994975,0.3068061840566004,14.27372828429768
28.49246231155779,0.29149947309228047,14.48888778017189
28.592964824120603,0.27639622081985016,14.701333730688821
28.69346733668342,0.2615264237571014,14.910646735748358
28.79396984924623,0.24691966042838256,15.116411990374852
28.894472361809047,0.23260487917881298,15.31822216823968
28.99497487437186,0.21861018094694368,15.515680399172219
